title,author,description,link,platforms,pg,example_download_link
Agents of the O.D.D.,Jason Tocci,Paranormal investigators of the paranormal,https://jasontocci.itch.io/agents-of-the-odd,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Blasting Agent: Ultimate Edition,Axol Studio,"The definitive version of the classic, pixel jump-and-shoot Adventure for PC.",https://axolstudio.itch.io/blasting-agent,Windows,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Love Hues! [Full Game],Oneirocritica Games,LGBT+ friendly university VN with secrets galore! Features platonic and romantic paths.,https://oneirocritica-games.itch.io/love-hues-2020,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Steam Marines,WorthlessBums,Squad-based roguelike - marines on a steampunk spaceship.,https://worthlessbums.itch.io/steammarines,"Windows, Linux, macOS",10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
RPG Farming Kit,Lowscope,Project template to make farming RPG games.,https://lowscope.itch.io/rpg-farming-kit,,10,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=10
Little Bug (full version),Bela,A twin stick platformer about a girl lost in a surreal spirit world,https://belamessex.itch.io/littlebug,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
You Died but a Necromancer revived you,BolHut,The pathways are narrow and full of traps and the floor will start exploding behind you if you take too long!,https://bolhut.itch.io/you-died-but-a-necromancer-revived-you,"Windows, Linux",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Death's Life,Umbu Games,Now you’re the new apprentice for Death. And it's your job to help gather souls.,https://umbugames.itch.io/deaths-life,Windows,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
ECON - Elemental Connection,Merlandese,Minimalist abstract board game about making Elemental Connections,https://merlandese.itch.io/econ-elemental-connection,"Windows, Linux",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
"Gentle Forest - A ""Mana Seed"" Pixel Art Tileset",Seliel the Shaper,"A fully featured RPG forest, including hills, rocks, and animated water.",https://seliel-the-shaper.itch.io/gentle-forest,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
BOTOLO,iansnyder,a fast paced two-player mind sport,https://iansnyder.itch.io/botolo,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Cecconoid,Triple Eh?,"Pixel-tastic, retro-infused, flick-screen, twin-stick-shooter.",https://triple-eh.itch.io/cecconoid,"Windows, Linux",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
The Novelist,Orthogonal Games,"A game about life, family, and the choices we make.",https://orthogonalgames.itch.io/the-novelist,"Windows, Linux, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Heroic Asset Series: Icon Pack,Aleksandr Makarov,Tiny 16x16 icons with 64 colors!,https://iknowkingrabbit.itch.io/heroic-icon-pack,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Heroic Asset Series: Buildings Pack,Aleksandr Makarov,Tiny animated buildings pack with 64 colors!,https://iknowkingrabbit.itch.io/heroic-building-pack,,11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
Sandcastles,Vectorpark,"Conjure castles from the sand, watch the sea consume them.​",https://vectorpark.itch.io/sandcastles,"Windows, macOS",11,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=11
DATA LOSS,noé,Anti-Capitalist Hacking Roguelike,https://celechii.itch.io/data-loss,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
RPM - Rage's Platformer Movement Plus,Elsian,Platformer Movement for Clickteam Fusion 2.5,https://ragem.itch.io/rpm-rages-platform-movement-for-clickteam-fusion,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Attrition: Tactical Fronts,Cardboard Keep,Turn- and hex-based 5 minute strategy game for 1 or 2 players.,https://cardboardkeep.itch.io/attrition,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Adventures of a Radish(Full),SorceressGameLab,Full Game,https://sorceressgamelab.itch.io/adventures-of-a-radishfull,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Ripped Pants at Work,Scott Ethington,A frantic stealth game about searching for new pants,https://scottethington.itch.io/ripped-pants-at-work,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
ALL-STARS DUNGEONS AND DIAMONDS,GiantEnemyLabs,"A fun 2-Player ""versus"" game inspired by Arcade classics.",https://giantenemylabs.itch.io/asdad,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Behind the Magic,Randy Lubin (he / him),A Fantasy Mockumentary Game,https://randylubin.itch.io/behind-the-magic,,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Ungrounded,sg,Grow a fractal forest to reach the sun.,https://zenzoa.itch.io/ungrounded,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Octodad: Dadliest Catch,Young Horses,Loving Father. Caring Husband. Secret Octopus.,https://younghorses.itch.io/octodad-dadliest-catch,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Your Future Self,Contortionist Games,Convince your future self of the wrongness of their actions.,https://contortionist-games.itch.io/your-future-self,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Brushwood Buddies,Steven Colling,An unusual puzzle game about crafting with a lovely atmosphere and some adorable creatures stabbing rabbits. For real.,https://stevencolling.itch.io/brushwood-buddies,"Windows, Linux",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Monster Match,Axol Studio,Defend your realm from trespassing heroes by summoning monsters in this match-3 puzzle game!,https://axolstudio.itch.io/monster-match,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
LazerGrrl,Sandwich_Generation,The fury of Bomberman with the strategic depth of an RTS,https://sandwich-generation.itch.io/lazergrrl,Windows,12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Vienna Automobile Society,Royal Polygon,An arcade racing game of strategy and reflexes,https://royalpolygon.itch.io/vienna-automobile-society,"Windows, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Hyper Gauntlet: Legacy of Nozzlethruster III,Nicholas Udell,First person infinite dodging action,https://udellgames.itch.io/hyper-gauntlet,"Windows, Linux, macOS",12,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=12
Witch Thief,Cardboard Keep,Play as a snarky Witch on a quest to steal the greatest magical grimoire from the last Immortal warrior.,https://cardboardkeep.itch.io/witch-thief,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Little Comet,Outgunned Games,Minigolf in space!,https://outgunned.itch.io/little-comet,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Combo Postage,HacksawUnit,"Small 1-player puzzle action game: Dodge, tape, and stomp boxes!",https://hacksawunit.itch.io/combo-postage,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
The Real Texas,Kitty Lambda Games,"""These days, folks have a lot of funny ideas about what makes a Real Cowboy...""",https://kittylambda.itch.io/the-real-texas,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Il Filo Conduttore,Playables,A small interactive story about about a cord.,https://playables.itch.io/il-filo-conduttore,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Dawn of a Soul,Waldemar Umaniz,A mathematical puzzle game about creating perfectly balanced paths by building chains and combos.,https://waldemar-umaniz.itch.io/dawn-of-a-soul,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Penguins Arena,Frogames,First Penguin Shooter,https://frogames.itch.io/penguins-arena,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Deep Forest - 16 Colour Tileset,aamatniekss,Limited 16 colour palette tileset,https://aamatniekss.itch.io/deep-forest-pixel-tileset,,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Heroic Asset Series: Creature Pack,Aleksandr Makarov,Tiny animated creature pack with 64 colors!,https://iknowkingrabbit.itch.io/heroic-creature-pack,,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Project Galileo: A Trophy Dark Incursion,Ember and Ash,Explore the secrets of Mars on the scientific mission Project Galileo.,https://byemberandash.itch.io/project-galileo,,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Neversong,Serenity Forge,"Once upon a time, Peet opened his eyes and found himself in a nightmare.",https://serenity-forge.itch.io/neversong,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Six Match,st33d,Match 3 in 6 moves or less,https://st33d.itch.io/six-match,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Dimension Drive,2awesomestudio,This intense space shoot ’em up challenges you to fight across two battlefields on one splitscreen.,https://2awesomestudio.itch.io/dimension-drive,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Veritas,Glitch Games,"A game of mystery and discovery that poses the question; what is truth, and does it even matter?",https://glitchgames.itch.io/veritas,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Jupitron Game Collection Vol.1,Jupitron,,https://jupitron.itch.io/jupitron-13-in-1-game-collection-vol1-attack,Windows,13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Stick Nightmare,Nonamefornowsoft,Simple but difficult platformer,https://nonamefornow.itch.io/sr,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Neocolonialism,Seth Alter,Ruin everything,https://subalterngames.itch.io/neocolonialism,"Windows, Linux, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Runner3,Choice Provisions,The rhythm-music gameplay of BIT.TRIP RUNNER and Runner2 is back and better than ever!,https://choice-provisions.itch.io/runner3,"Windows, macOS",13,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=13
Refactor,fluffy,An album of games [WORK IN PROGRESS],https://fluffy.itch.io/refactor,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
adjacency,sleepy macaw,an abstract puzzle game,https://sleepymacaw.itch.io/adjacency,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
This Strange Realm Of Mine,Doomgriever,First Person Shooter mixed with Poetry and Psychological-Horror,https://doomgriever.itch.io/this-strange-realm-of-mine,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
The Sealed Library,Sealed Library,You are the last librarian. What can you save before the fire?,https://sealedlibrary.itch.io/the-sealed-library,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
HEADLINER,Unbound Creations,"Short adventure where you are a News Editor deciding what to publish, in a genetically-modified society.",https://unboundcreations.itch.io/headliner,"Windows, Linux",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
The Whisperer in Darkness,Nat Quayle Nelson,Rumors resurface. Legends are resurrected.,https://nqn.itch.io/the-whisperer-in-darkness,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Prince of Cats,skybeargames,A Shakespearean fairy tale visual novel,https://skybeargames.itch.io/prince-of-cats,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Alien Life Lab,Devy_Games,Capture Aliens and Try to Stay Alive. Procedurally Generated Levels.,https://devy-games.itch.io/alienlifelab,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Shn!p,flatbutton,Original puzzle with satisfying explosions,https://horsed.itch.io/shnip,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Roll+Heart,Owl Sanctuary Studios,Slay Monsters and Conquer Romance in Roll+Heart from Owl Sanctuary Studios,https://owl-sanctuary-studios.itch.io/rollplusheart,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Puzlogic,Eduardo Barreto,Unique puzzle game inspired by sudoku and kakuro (cross sums).,https://ejbarreto.itch.io/puzlogic,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Monsters of Kanji,sleepy-racoon,Help Marty save his world by understanding it.,https://sleepy-racoon.itch.io/monsters-of-kanji,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Monster Pub Chapter 2,alex ilitchev,A casual narrative game about making friends!,https://ilitchev.itch.io/monster-pub-2,"Windows, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Hero Generations,Heart Shaped Games,"If every step was one year of your life, which path would you take?",https://heartshapedgames.itch.io/hero-generations,"Windows, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
black mass,will jobst,a game about seeking and finding in the woods of Salem,https://willjobst.itch.io/black-mass,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Indiepocalypse #4,PIZZAPRANKS,Issue #4 of a monthly indie game anthology collecting games from 10 developers.,https://pizzapranks.itch.io/indiepocalypse-4,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Aurora,World Champ Game Co.,A Modular TTRPG of Oracles & Overcoming,https://worldchampgameco.itch.io/aurora,,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Destructivator 2,Pug Fugly Games,A platform shooter that brings 90's gaming smashing into your face from your PC.,https://pugfuglygames.itch.io/destructivator-2,Windows,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
FORGET THE BRAKES!,Ferran Bertomeu,We'll be Multi-Track Drifting,https://fonserbc.itch.io/forget-the-brakes,"Windows, Linux, macOS",14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
Fateful Lore,Fantaseel Interactive,"A retro-inspired, 8-bit RPG for mobile devices!",https://fantaseel.itch.io/fateful-lore,Android,14,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=14
FLAT FORM FIGHTER,𝙅𝘼𝙄𝙇,chaotic slapdown in a dark universe,https://j-a-i-l.itch.io/fff,"Windows, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Super Dunkman,andrfw,A Local Multiplayer Action Basketball Platformer,https://andrfw.itch.io/superdunkman,Windows,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Wampus,John Vanderhoef,Wampus is an arcade narrative adventure game with environmental themes developed for the NES.,https://johnvanderhoef.itch.io/wampus,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Chipmonk!,Niemi Bros Entertainment,Retro-inspired beat 'em up starring chipmunk warriors!,https://niemi-bros.itch.io/chipmonk,"Windows, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Transmission Burst: Volume 1,Mina @ UFO Press,12 story games of other worlds,https://ufo-mina.itch.io/transmission-burst-volume-1,,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
The Stellar Beacon: Hopepunk Issue,Festive Ninja,zine with optimistic sci-fi adventures and essays on pop culture,https://msabalau.itch.io/the-stellar-beacon-hopepunk,,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Salvage Solitude 8140,josefnpat,"You have awoken on the abandoned station, Solitude 8140, far off in a desolate corner of the universe.",https://josefnpat.itch.io/salvagesolitude8140,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
So You've Been Thrown Down A Well,Ember and Ash,A Troika! Double-zine adventure and backgrounds,https://byemberandash.itch.io/downawell,,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Monster Pub Chapter 3,alex ilitchev,A casual narrative game about making friends!,https://ilitchev.itch.io/monster-pub-chapter-3,"Windows, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
THE NEWLY ARRIVED,Jgurantz,Insider or outsider? What will you say or do to survive?,https://jgurantz.itch.io/the-newly-arrived,,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
inSynch,Them Games,"Stopmotion music game. recreate music with paper, wood, plaster, resin & concrete. explore & chill or exploit & survive",https://themgames.itch.io/insynch,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
PQ93,Pennie,a fantasy console for making small games,https://pennie.itch.io/pq93,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Doodle Date,Nick Lives,"Date your own drawings! Forget about finding true love; In Doodle Date, you create it!",https://nicklives.itch.io/doodle-date,Windows,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
FRIDAY NIGHT BULLET ARENA,Brandon D,"Bullet-bouncin', screen-wrappin', local-multiplayer action",https://brandond.itch.io/friday-night-bullet-arena,"Windows, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
tumbleblox,enzoGray,unique puzzle game in which the player changes gravity to open gates,https://enzogray.itch.io/tumbleblox,Windows,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Warden: Melody of the Undergrowth,Cardboard Keep,3rd person action-adventure inspired by genre classics of the N64-era.,https://cardboardkeep.itch.io/warden,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Slam Fighter II,Team Dogpit,The fighting game where the pain...is to your pride!,https://teamdogpit.itch.io/slam-fighter-ii,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Midnight Manor,travm,"A short narrative ""pick-em-up"" platformer.",https://travm.itch.io/midnight-manor,"Windows, Linux, macOS",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Closed Fists,KnitNack,A 2 player scrap,https://knitnack.itch.io/closed-fists,,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
The Sword and the Slime,Possum House Games,The buddy cop movie no one asked for.,https://possumhousegames.itch.io/the-sword-and-the-slime,Windows,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Desert Mothers,Aaron Oldenburg,An autonomous entity that communicates through weather and time,https://aaronoldenburg.itch.io/desert-mothers,"Windows, Linux, macOS, Android",15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Hyperplex 3D,Lowscope,3D remaster of the original Supaplex with a build-in level editor.,https://lowscope.itch.io/supaplex-3d,Windows,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Epic Battle Fantasy 4,"Matt ""Kupo"" Roszak","A light-hearted turn-based JRPG, inspired by classics. Battle through waves of enemies and save the world!",https://kupo-games.itch.io/epic-battle-fantasy-4,Windows,15,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=15
Hammer Bomb,Crescent Moon Games,Old school arcade dungeon crawler,https://marumari.itch.io/hammer-bomb,Android,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Waiting for the Loop,Side Group,A short form sci fi family drama visual novel,https://side-group.itch.io/waiting-for-the-loop,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
GRIPHOTIKON | BOOK 1,QuinnK,"A zine detailing the life of an animal people, living inside a mail slot.",https://quinnk.itch.io/griphotikon,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Bomsy,SUPERMEGAQUEST,"Bomsy is a fast, aim-based, multiplayer arena brawler with destructible maps.",https://supermegaquest.itch.io/bomsy,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Emberlight,Quarter Onion Games,A true roguelite dungeon crawler set in a world where the Gods have given you a great gift - and a great curse.,https://quarteronion.itch.io/emberlight,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
"Two Years of Mini-RPGs, 2017—2019",Emojk,32 RPGs in a single collection!,https://emojk.itch.io/two-years-of-mini-rpgs,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Super Skull Smash GO! 2 Turbo,Poppy Works,The Kingdom of Bones needs you!,https://poppyworks.itch.io/sssg2t,"Windows, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
They Bleed Pixels,Spooky Squid Games Inc.,They Bleed Pixels is a fiendishly difficult platforming slash'em up inspired by weird fiction and gothic horror.,https://spookysquid.itch.io/they-bleed-pixels,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Shattered,It's Never Dark Enough,A Grimdark RPG,https://inde.itch.io/shattered,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
PIXEL ART PLATFORM/METROIDVANIA ASSET PACK,o_lobster,Asset Pack with tiles and animated sprites,https://o-lobster.itch.io/platformmetroidvania-pixel-art-asset-pack,,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Wild Woods,WildWoods,"Go on an expedition, cooperate with up to four friends and fight your way through the woods",https://wildwoods.itch.io/wildwoods,"Windows, Linux, macOS",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
[Music Assets]  Three Red Hearts - Prepare to Dev Edition,Tallbeard Studios,24 seamless Chiptune loops to be used in all genres of games,https://tallbeard.itch.io/three-red-hearts-prepare-to-dev,"Windows, Linux, macOS, Android",16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
EVADER,zerofiftyone,Graceful twin-stick arcade action with no bullets.,https://zerofiftyone.itch.io/evader,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
Lonely Wolf Treat,Nami,the story of a wolf who moves in to a town full of rabbits,https://nomnomnami.itch.io/lonely-wolf-treat,Windows,16,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=16
The Curse of Trasmoz,VolcanoBytes,Zx Spectrum arcade platformer,https://volcanobytes.itch.io/the-curse-of-trasmoz,,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
forma.8,MixedBagGames,Explore a remote alien planet with a unique visual style.,https://mixedbaggames.itch.io/forma8,"Windows, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
J.U.L.I.A.: Among the Stars,CBESoftware,an innovative narrative driven sci-fi adventure game.,https://cbesoftware.itch.io/julia-among-the-stars,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
The Supper,Octavi Navarro,A bite-sized game by Octavi Navarro.,https://pixelshuh.itch.io/the-supper,Windows,17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
PICO-8,lexaloffle,"A fantasy console for making, playing and sharing cute 32k cartridges.",https://lexaloffle.itch.io/pico-8,"Windows, Linux, macOS",17,https://itch.io/bundle/download/jfQZperdE2sgwxLLjex7TxqJKIXFxDWieWC3_JlO?page=17
